#PT_recoil,Events/GeV
197.5898429094039, 26.59000728710061
246.7972168424073, 27.01944041451797
247.98794921454703, 19.702753998912115
301.3700595366186, 20.63533754815072
299.4476723334051, 14.141365798605907
347.5934294526935, 14.835196648929596
347.76558353059323, 10.15982349573949
396.987303636755, 10.003303874104608
396.1408794204146, 6.433963433698951
497.72613155440786, 6.23107244217907
496.9370920307009, 3.5326087922849774
597.5037658704541, 3.213083622990026
598.7949214547021, 1.878747629351271
697.2383616670255, 1.8213065221799742
698.5438634244316, 1.0318792147441362
802.1949644932216, 1.0637200463141674
802.395810917438, 0.6839415821351188
898.787748368123, 0.6035576282729289
899.0029409654976, 0.3760190196344864
998.4793056452193, 0.37608113047983993
998.7375367620688, 0.21314287870500687
1098.1995552686324, 0.22001037095567688
1098.4290940391652, 0.13281087177454926
1200.0000000000002, 0.1327450803860952
1198.6801520694355, 0.2418094161925544
1296.0476292948856, 0.2497655051437577
