Label,Region,Total Weight,Mediator Mass (GeV),Mediator Width (GeV),DM Mass (GeV),gAx,gVx,gAq,gVq
Run 45,EM8,0.003161389617543858,1000.1,40.41849,327.73,1.0,0.0,0.25,0.0
Run 45,EM9,0.0017442149614035091,1000.1,40.41849,327.73,1.0,0.0,0.25,0.0
Run 45,EM10,0.0005450671754385965,1000.1,40.41849,327.73,1.0,0.0,0.25,0.0
Run 45,EM11,0.0008721074807017542,1000.1,40.41849,327.73,1.0,0.0,0.25,0.0
Run 45,EM12,0.00043605374035087717,1000.1,40.41849,327.73,1.0,0.0,0.25,0.0
Run 46,EM0,0.0031173435708771575,300.29,7.4676,299.82,1.0,0.0,0.25,0.0
Run 46,EM1,0.0018163185870175604,300.29,7.4676,299.82,1.0,0.0,0.25,0.0
Run 46,EM2,0.0011731152242105344,300.29,7.4676,299.82,1.0,0.0,0.25,0.0
Run 46,EM3,0.0008844046238596535,300.29,7.4676,299.82,1.0,0.0,0.25,0.0
Run 46,EM4,0.0009611504796491282,300.29,7.4676,299.82,1.0,0.0,0.25,0.0
Run 46,EM5,0.0005335664259649121,300.29,7.4676,299.82,1.0,0.0,0.25,0.0
Run 46,EM6,0.0003106379877192978,300.29,7.4676,299.82,1.0,0.0,0.25,0.0
Run 46,EM7,0.00011329150140350868,300.29,7.4676,299.82,1.0,0.0,0.25,0.0
Run 46,EM8,7.309129122807015e-05,300.29,7.4676,299.82,1.0,0.0,0.25,0.0
Run 46,EM9,4.385477473684211e-05,300.29,7.4676,299.82,1.0,0.0,0.25,0.0
Run 46,EM10,5.1163903859649125e-05,300.29,7.4676,299.82,1.0,0.0,0.25,0.0
Run 46,EM11,2.5581951929824562e-05,300.29,7.4676,299.82,1.0,0.0,0.25,0.0
Run 46,EM12,1.4618258245614036e-05,300.29,7.4676,299.82,1.0,0.0,0.25,0.0
Run 47,EM0,0.01183574110526295,1759.0,81.58058,450.11,1.0,0.0,0.25,0.0
Run 47,EM1,0.007239568000000049,1759.0,81.58058,450.11,1.0,0.0,0.25,0.0
Run 47,EM2,0.004953388631578978,1759.0,81.58058,450.11,1.0,0.0,0.25,0.0
Run 47,EM3,0.00361978400000002,1759.0,81.58058,450.11,1.0,0.0,0.25,0.0
Run 47,EM4,0.0047390593157895025,1759.0,81.58058,450.11,1.0,0.0,0.25,0.0
Run 47,EM5,0.0029053529473684354,1759.0,81.58058,450.11,1.0,0.0,0.25,0.0
Run 47,EM6,0.0015360267631578982,1759.0,81.58058,450.11,1.0,0.0,0.25,0.0
Run 47,EM7,0.0008454100789473676,1759.0,81.58058,450.11,1.0,0.0,0.25,0.0
Run 47,EM8,0.0006668023157894731,1759.0,81.58058,450.11,1.0,0.0,0.25,0.0
Run 47,EM9,0.0004048442631578944,1759.0,81.58058,450.11,1.0,0.0,0.25,0.0
Run 47,EM10,0.0003453083421052629,1759.0,81.58058,450.11,1.0,0.0,0.25,0.0
Run 47,EM11,0.0002143293157894736,1759.0,81.58058,450.11,1.0,0.0,0.25,0.0
Run 47,EM12,0.00014288621052631578,1759.0,81.58058,450.11,1.0,0.0,0.25,0.0
Run 48,EM0,4.13508616140346,300.29,12.06724,83.132,1.0,0.0,0.25,0.0
Run 48,EM1,2.413651614035079,300.29,12.06724,83.132,1.0,0.0,0.25,0.0
Run 48,EM2,1.1567311508771936,300.29,12.06724,83.132,1.0,0.0,0.25,0.0
Run 48,EM3,0.7832982596491233,300.29,12.06724,83.132,1.0,0.0,0.25,0.0
Run 48,EM4,0.6284602315789477,300.29,12.06724,83.132,1.0,0.0,0.25,0.0
Run 48,EM5,0.2003786245614036,300.29,12.06724,83.132,1.0,0.0,0.25,0.0
Run 48,EM6,0.05464871578947368,300.29,12.06724,83.132,1.0,0.0,0.25,0.0
Run 48,EM7,0.02732435789473684,300.29,12.06724,83.132,1.0,0.0,0.25,0.0
Run 48,EM8,0.009108119298245614,300.29,12.06724,83.132,1.0,0.0,0.25,0.0
Run 48,EM9,0.0,300.29,12.06724,83.132,1.0,0.0,0.25,0.0
Run 48,EM10,0.0,300.29,12.06724,83.132,1.0,0.0,0.25,0.0
Run 48,EM11,0.0,300.29,12.06724,83.132,1.0,0.0,0.25,0.0
Run 48,EM12,0.0,300.29,12.06724,83.132,1.0,0.0,0.25,0.0
Run 49,EM0,0.009795484715789449,1759.0,73.50727,558.45,1.0,0.0,0.25,0.0
Run 49,EM1,0.005617719957894765,1759.0,73.50727,558.45,1.0,0.0,0.25,0.0
Run 49,EM2,0.003855669515789451,1759.0,73.50727,558.45,1.0,0.0,0.25,0.0
Run 49,EM3,0.0029462241263157806,1759.0,73.50727,558.45,1.0,0.0,0.25,0.0
Run 49,EM4,0.004026190526315769,1759.0,73.50727,558.45,1.0,0.0,0.25,0.0
Run 49,EM5,0.0020936190736842147,1759.0,73.50727,558.45,1.0,0.0,0.25,0.0
Run 49,EM6,0.001136806736842105,1759.0,73.50727,558.45,1.0,0.0,0.25,0.0
Run 49,EM7,0.0008052381052631571,1759.0,73.50727,558.45,1.0,0.0,0.25,0.0
Run 49,EM8,0.0004926162526315794,1759.0,73.50727,558.45,1.0,0.0,0.25,0.0
Run 49,EM9,0.0003315686315789475,1759.0,73.50727,558.45,1.0,0.0,0.25,0.0
Run 49,EM10,0.00022736134736842098,1759.0,73.50727,558.45,1.0,0.0,0.25,0.0
Run 49,EM11,9.473389473684211e-05,1759.0,73.50727,558.45,1.0,0.0,0.25,0.0
Run 49,EM12,8.52605052631579e-05,1759.0,73.50727,558.45,1.0,0.0,0.25,0.0
