Signal Region,Sigma_95_exp (pb),Sigma_95_obs (pb),Efficiency,Stat,Sigma_theoretical (pb),SAF File,mMed (GeV),mchi (GeV),Signal Strength Obs,Signal Strength Exp,Status Obs,Status Exp
IM11,0.6979949,0.6237904,0.0008063,2.07e-05,0.3614103,spin1_run_116_mzp_2000_mx_250,2000.0,250.0,0.5793777845891825,0.5177835826594149,Excluded,Excluded
IM12,0.7949924,0.6334251,0.0004363,1.52e-05,0.3614103,spin1_run_116_mzp_2000_mx_250,2000.0,250.0,0.5705651702150736,0.45460849688625954,Excluded,Excluded
EM0,9.8059968,10.9712462,0.0374045,0.0001384,0.3614103,spin1_run_116_mzp_2000_mx_250,2000.0,250.0,0.03294159053690729,0.036856049147395195,Excluded,Excluded
EM1,3.7005784,3.6024026,0.0345231,0.0001332,0.3614103,spin1_run_116_mzp_2000_mx_250,2000.0,250.0,0.10032479434697278,0.09766319232690761,Excluded,Excluded
EM2,1.885998,1.865229,0.0266426,0.0001174,0.3614103,spin1_run_116_mzp_2000_mx_250,2000.0,250.0,0.19376189197144159,0.1916281459471325,Excluded,Excluded
EM3,1.2085207,1.4671927,0.019141,9.99e-05,0.3614103,spin1_run_116_mzp_2000_mx_250,2000.0,250.0,0.2463277659437646,0.29905180771831213,Excluded,Excluded
EM4,0.7760099,1.0886466,0.0226222,0.0001084,0.3614103,spin1_run_116_mzp_2000_mx_250,2000.0,250.0,0.3319812875914002,0.4657289810349069,Excluded,Excluded
EM5,0.5047012,0.6149746,0.0121986,8.01e-05,0.3614103,spin1_run_116_mzp_2000_mx_250,2000.0,250.0,0.5876832961881677,0.7160876574099686,Excluded,Excluded
EM6,0.4750419,0.6574901,0.006146,5.7e-05,0.3614103,spin1_run_116_mzp_2000_mx_250,2000.0,250.0,0.5496817366527649,0.7607966791981928,Excluded,Excluded
EM7,0.3635085,0.5275431,0.0039683,4.59e-05,0.3614103,spin1_run_116_mzp_2000_mx_250,2000.0,250.0,0.6850820340556061,0.9942279203925081,Excluded,Excluded
EM8,0.4671717,0.5338047,0.0017415,3.04e-05,0.3614103,spin1_run_116_mzp_2000_mx_250,2000.0,250.0,0.6770459308432466,0.7736134273544395,Excluded,Excluded
EM9,0.6133844,0.5196938,0.0007967,2.06e-05,0.3614103,spin1_run_116_mzp_2000_mx_250,2000.0,250.0,0.6954293085659287,0.5892068660370234,Excluded,Excluded
EM10,0.4899001,1.0453463,0.0006385,1.84e-05,0.3614103,spin1_run_116_mzp_2000_mx_250,2000.0,250.0,0.34573260554899365,0.7377224458619217,Excluded,Excluded
EM11,0.5924177,0.6698857,0.00037,1.4e-05,0.3614103,spin1_run_116_mzp_2000_mx_250,2000.0,250.0,0.5395103970722169,0.6100599289994205,Excluded,Excluded
EM12,0.5856023,0.4684871,0.0004363,1.52e-05,0.3614103,spin1_run_116_mzp_2000_mx_250,2000.0,250.0,0.7714413054276201,0.6171599735861694,Excluded,Excluded
IM0,3.4048441,4.2821642,0.1666843,0.0002772,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.08115527190666812,0.10206640591855586,Excluded,Excluded
IM1,1.7530997,2.2042897,0.1288688,0.0002492,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.15765631894936497,0.1982318518450491,Excluded,Excluded
IM2,1.1977119,1.6558809,0.0942803,0.0002174,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.2098702871686001,0.29015341669394784,Excluded,Excluded
IM3,0.8311561,1.2179601,0.0686199,0.000188,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.2853297082556317,0.4181166449960483,Excluded,Excluded
IM4,0.6602713,1.0482835,0.0498475,0.0001619,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.33151356479425653,0.5263294042918418,Excluded,Excluded
IM5,0.5670883,0.8593679,0.0254948,0.0001172,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.40439048281882534,0.6128149707902631,Excluded,Excluded
IM6,0.5353522,0.7813864,0.0136013,8.62e-05,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.44474820652112707,0.6491431248437944,Excluded,Excluded
IM7,0.48347,0.5666989,0.0074584,6.4e-05,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.6132360588665339,0.7188040622996256,Excluded,Excluded
IM8,0.460216,0.4943035,0.0043501,4.9e-05,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.7030502515155163,0.7551241156326595,Excluded,Excluded
IM9,0.5821646,0.5487716,0.002179,3.47e-05,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.6332692872590345,0.5969449190143131,Excluded,Excluded
IM10,0.728116,1.1288468,0.001279,2.66e-05,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.30785417472060866,0.4772868608848041,Excluded,Excluded
IM11,0.7201836,0.642205,0.000781,2.08e-05,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.541135930115773,0.4825438957510279,Excluded,Excluded
IM12,0.602251,0.4781124,0.0005785,1.79e-05,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.7268587888538344,0.5770354885255483,Excluded,Excluded
EM0,9.6940462,10.8404638,0.0378155,0.0001419,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.032057687421086174,0.03584882853147533,Excluded,Excluded
EM1,3.6996157,3.5967993,0.0345885,0.0001359,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.09661929149063168,0.09393413483459917,Excluded,Excluded
EM2,1.9469359,1.9210441,0.0256604,0.0001176,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.1809017294293244,0.17849596383733024,Excluded,Excluded
EM3,1.2333745,1.4924131,0.0187723,0.000101,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.23285791313410475,0.28176373031873125,Excluded,Excluded
EM4,0.7217566,1.0109575,0.0243527,0.0001147,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.3437535207958792,0.48149223713368194,Excluded,Excluded
EM5,0.5171918,0.6309065,0.0118935,8.06e-05,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.5508267865365153,0.6719367940481655,Excluded,Excluded
EM6,0.4742823,0.6578695,0.0061429,5.81e-05,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.5282509677071212,0.7327285880160402,Excluded,Excluded
EM7,0.4608476,0.6756066,0.0031083,4.14e-05,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.5143824823499357,0.7540892043269836,Excluded,Excluded
EM8,0.3753775,0.4285786,0.0021711,3.46e-05,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.8108668981605708,0.9257885728366778,Excluded,Excluded
EM9,0.5454838,0.461085,0.0009,2.23e-05,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.7537009445113156,0.6370861976102682,Excluded,Excluded
EM10,0.6271649,1.339941,0.000498,1.66e-05,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.2593548521912532,0.554112961359923,Excluded,Excluded
EM11,1.0797533,1.2124113,0.0002025,1.06e-05,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.2866355666595981,0.3218514821857919,Excluded,Excluded
EM12,0.4379508,0.3540215,0.0005785,1.79e-05,0.3475202,spin1_run_117_mzp_2000_mx_300,2000.0,300.0,0.9816358610988316,0.7935142486324949,Excluded,Excluded
IM0,3.3120608,4.2126909,0.1698713,0.0002864,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.07844363800819092,0.09977437612256394,Excluded,Excluded
IM1,1.7310468,2.1750918,0.1307621,0.0002572,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.15192866802219565,0.19090113565964825,Excluded,Excluded
IM2,1.1882692,1.6234467,0.0958787,0.0002246,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.2035538339509391,0.2781009555747132,Excluded,Excluded
IM3,0.812812,1.1956339,0.070147,0.0001948,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.27638794784925386,0.4065624031141273,Excluded,Excluded
IM4,0.6528187,1.0445276,0.050242,0.0001666,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.3163715348450343,0.5062030239023484,Excluded,Excluded
IM5,0.5339835,0.8078179,0.0270483,0.0001237,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.4090758573188339,0.618855826069532,Excluded,Excluded
IM6,0.5201159,0.7590287,0.0140079,8.96e-05,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.43537062564300927,0.6353560812118991,Excluded,Excluded
IM7,0.4638019,0.5478162,0.0077193,6.68e-05,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.603229331297614,0.7124998841100048,Excluded,Excluded
IM8,0.426618,0.4577288,0.0047003,5.22e-05,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.7219532614071913,0.7746011654454337,Excluded,Excluded
IM9,0.4629386,0.4366609,0.0027253,3.98e-05,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.7567858720576996,0.7138285725148,Excluded,Excluded
IM10,0.6051619,0.9309518,0.0015458,3e-05,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.3549687534843372,0.5460667632909474,Excluded,Excluded
IM11,0.602433,0.5361491,0.0009397,2.34e-05,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.6163561591355837,0.5485403356057852,Excluded,Excluded
IM12,0.5156276,0.4081164,0.0006741,1.98e-05,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.8097170317095809,0.6408865623174556,Excluded,Excluded
EM0,9.3690785,10.5035515,0.0391092,0.0001479,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.03146162514650402,0.035271216907831436,Excluded,Excluded
EM1,3.6609505,3.5735355,0.0348835,0.00014,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.09247390994156907,0.09026584762618341,Excluded,Excluded
EM2,1.9469136,1.920068,0.0257317,0.0001208,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.17210786284652418,0.16973470214600175,Excluded,Excluded
EM3,1.1634117,1.4056877,0.0199049,0.0001065,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.23508692578017149,0.28404287149596313,Excluded,Excluded
EM4,0.7549251,1.0619485,0.0231937,0.0001148,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.3111815685977239,0.4377372006838824,Excluded,Excluded
EM5,0.4708909,0.574596,0.0130404,8.65e-05,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.5751150373479802,0.7017735955398586,Excluded,Excluded
EM6,0.4642608,0.6404368,0.0062886,6.03e-05,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.5159897120215453,0.711795611432195,Excluded,Excluded
EM7,0.4769149,0.6937594,0.003019,4.18e-05,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.4763305549445528,0.6929093639137717,Excluded,Excluded
EM8,0.4126088,0.4717157,0.001975,3.39e-05,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.7005465368229211,0.8009009987183986,Excluded,Excluded
EM9,0.4158676,0.3516871,0.0011795,2.62e-05,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.939638673127334,0.7946250200785058,Excluded,Excluded
EM10,0.5181901,1.1017568,0.0006061,1.88e-05,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.29993806255609223,0.6377173164828892,Excluded,Excluded
EM11,0.824705,0.9281237,0.0002656,1.24e-05,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,0.356050384232188,0.40069940160420997,Excluded,Excluded
EM12,0.3771119,0.3032742,0.0006741,1.98e-05,0.3304588,spin1_run_118_mzp_2000_mx_350,2000.0,350.0,1.0896370347362223,0.876288443827946,Included,Excluded
IM0,3.3349295,4.2414917,0.1692008,0.0003549,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.0575588300691476,0.07320553552931179,Excluded,Excluded
IM1,1.7169273,2.1620291,0.131471,0.0003199,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.11291952545874614,0.14219314935466398,Excluded,Excluded
IM2,1.1531746,1.5775589,0.0987613,0.0002824,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.15475510930209957,0.21170714304668173,Excluded,Excluded
IM3,0.8044998,1.1847982,0.0707077,0.0002426,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.20605644066643586,0.30346222584517735,Excluded,Excluded
IM4,0.6346595,1.0093835,0.0517509,0.0002097,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.24186575270945088,0.38467130800058924,Excluded,Excluded
IM5,0.5595417,0.8456841,0.0258188,0.0001501,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.28868380048767617,0.43631296827385696,Excluded,Excluded
IM6,0.518245,0.754996,0.0141176,0.0001117,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.32335972640914656,0.4710808594390684,Excluded,Excluded
IM7,0.5003947,0.5929121,0.0071516,7.98e-05,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.41175631261362344,0.4878854632153378,Excluded,Excluded
IM8,0.4473288,0.4775347,0.0044814,6.32e-05,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.5112409632221491,0.5457625352984202,Excluded,Excluded
IM9,0.4450558,0.4219339,0.0028371,5.03e-05,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.578610298911749,0.5485498672301315,Excluded,Excluded
IM10,0.5582936,0.862039,0.0016733,3.87e-05,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.28320679226809925,0.4372883729994398,Excluded,Excluded
IM11,0.5708341,0.5132871,0.0009827,2.97e-05,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.47563108443598134,0.4276817029676398,Excluded,Excluded
IM12,0.6398291,0.5048028,0.000546,2.21e-05,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.4836250908275469,0.38156329557377117,Excluded,Excluded
EM0,9.7190937,10.8380175,0.0377298,0.0001804,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.0225258263330909,0.02511914253897974,Excluded,Excluded
EM1,3.9087157,3.7908142,0.0327098,0.0001684,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.06440181109377506,0.06245921134658118,Excluded,Excluded
EM2,1.7920462,1.7597252,0.0280536,0.0001563,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.1387349001991902,0.13623270426845022,Excluded,Excluded
EM3,1.2242527,1.4835519,0.0189568,0.0001291,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.16456134766838965,0.19941577421066745,Excluded,Excluded
EM4,0.6774234,0.952108,0.0259321,0.0001504,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.25641555369768976,0.3603880527303899,Excluded,Excluded
EM5,0.5260383,0.6408578,0.0117012,0.0001018,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.38095081311329904,0.4641017583700655,Excluded,Excluded
EM6,0.4184454,0.5789244,0.0069659,7.87e-05,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.4217049756410336,0.583434063321045,Excluded,Excluded
EM7,0.5375814,0.7846429,0.0026702,4.88e-05,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.31114192201318586,0.4541364340358502,Excluded,Excluded
EM8,0.4938626,0.5661274,0.0016443,3.84e-05,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.43123738578984167,0.4943385062970956,Excluded,Excluded
EM9,0.4203394,0.3555977,0.0011638,3.23e-05,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.686549153720623,0.580805177910993,Excluded,Excluded
EM10,0.4534313,0.9655352,0.0006906,2.49e-05,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.2528497148524466,0.5384173964170538,Excluded,Excluded
EM11,0.5051254,0.5652116,0.0004367,1.98e-05,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.4319361102992224,0.4833162220707967,Excluded,Excluded
EM12,0.4656768,0.377452,0.000546,2.21e-05,0.2441353,spin1_run_119_mzp_2000_mx_400,2000.0,400.0,0.6467982683890932,0.5242590998735603,Excluded,Excluded
IM0,32.6769143,41.4462747,0.0172599,1.8e-06,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,25.603652141986117,32.47479215012661,Included,Included
IM1,26.4683846,33.2737122,0.0085502,1.3e-06,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,31.892323694498987,40.092208725121814,Included,Included
IM2,26.2681923,36.1004981,0.0043045,9e-07,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,29.39505147714291,40.3977551207435,Included,Included
IM3,24.0672818,35.5768001,0.0023579,7e-07,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,29.82775283379125,44.09205862209167,Included,Included
IM4,26.1271961,41.5743039,0.0012591,5e-07,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,25.524804998599148,40.61576282194322,Included,Included
IM5,37.1107132,56.2042866,0.0003885,3e-07,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,18.88069512477363,28.59486947289388,Included,Included
IM6,101.0250192,148.484074,7.2e-05,1e-07,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,7.146732786978892,10.504091049952505,Included,Included
IM7,-1.0,-1.0,0.0,0.0,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,-1061.176,-1061.176,Excluded,Excluded
IM8,-1.0,-1.0,0.0,0.0,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,-1061.176,-1061.176,Excluded,Excluded
IM9,-1.0,-1.0,0.0,0.0,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,-1061.176,-1061.176,Excluded,Excluded
IM10,-1.0,-1.0,0.0,0.0,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,-1061.176,-1061.176,Excluded,Excluded
IM11,-1.0,-1.0,0.0,0.0,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,-1061.176,-1061.176,Excluded,Excluded
IM12,-1.0,-1.0,0.0,0.0,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,-1061.176,-1061.176,Excluded,Excluded
EM0,42.182444,47.0726406,0.0087097,1.3e-06,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,22.54337097885263,25.156816423439096,Included,Included
EM1,30.0797856,29.4115718,0.0042457,9e-07,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,36.08022064295115,35.278708901435785,Included,Included
EM2,25.8015828,25.4548913,0.0019466,6e-07,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,41.688490730266835,41.128329537984776,Included,Included
EM3,21.1076667,25.5036294,0.0010988,5e-07,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,41.608822938746115,50.27443417040501,Included,Included
EM4,20.1640948,28.3497813,0.0008707,4e-07,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,37.43154096218724,52.62700907357368,Included,Included
EM5,19.4131909,23.739242,0.0003164,3e-07,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,44.70134303361497,54.66262632795724,Included,Included
EM6,40.3198778,55.8923002,7.2e-05,1e-07,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,18.986085671958083,26.318928972547628,Included,Included
EM7,-1.0,-1.0,0.0,0.0,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,-1061.176,-1061.176,Excluded,Excluded
EM8,-1.0,-1.0,0.0,0.0,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,-1061.176,-1061.176,Excluded,Excluded
EM9,-1.0,-1.0,0.0,0.0,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,-1061.176,-1061.176,Excluded,Excluded
EM10,-1.0,-1.0,0.0,0.0,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,-1061.176,-1061.176,Excluded,Excluded
EM11,-1.0,-1.0,0.0,0.0,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,-1061.176,-1061.176,Excluded,Excluded
EM12,-1.0,-1.0,0.0,0.0,1061.176,spin1_run_11_mzp_200_mx_50,200.0,50.0,-1061.176,-1061.176,Excluded,Excluded
IM0,3.3591581,4.2569894,0.167878,0.0004565,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.0031087744780383996,0.003939683577263005,Excluded,Excluded
IM1,1.764512,2.2131461,0.1283396,0.0004086,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.00597973174929572,0.007500102011207632,Excluded,Excluded
IM2,1.2125393,1.6556674,0.0938826,0.0003563,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.007993163361191989,0.010914301911698863,Excluded,Excluded
IM3,0.8591746,1.266674,0.0663339,0.000304,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.010447850038762934,0.015403178818368234,Excluded,Excluded
IM4,0.6841502,1.0964211,0.0478732,0.0002608,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.012070198211252959,0.019343734752982605,Excluded,Excluded
IM5,0.5435196,0.8277115,0.0264568,0.000196,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.015988686879425985,0.02434874473708032,Excluded,Excluded
IM6,0.4965538,0.7248446,0.0146989,0.000147,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.018257734140531643,0.026651734414276963,Excluded,Excluded
IM7,0.4423963,0.5196798,0.0081239,0.0001096,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.025465719468026275,0.029914400278664176,Excluded,Excluded
IM8,0.4377951,0.4702938,0.0045787,8.25e-05,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.02813989893126382,0.030228798814788016,Excluded,Excluded
IM9,0.4243155,0.4000067,0.0029799,6.66e-05,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.03308449583469477,0.031189103391226578,Excluded,Excluded
IM10,0.6084542,0.9357372,0.0015406,4.79e-05,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.014142881142269432,0.021750231981306073,Excluded,Excluded
IM11,0.735407,0.6554357,0.0007683,3.38e-05,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.020191179699244336,0.01799550453014453,Excluded,Excluded
IM12,0.6444274,0.5105124,0.0005409,2.84e-05,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.02592301381905709,0.020536091420073076,Excluded,Excluded
EM0,9.2657198,10.3408724,0.0395384,0.000238,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.001279777903458126,0.0014282775958754982,Excluded,Excluded
EM1,3.6862238,3.6114263,0.034457,0.0002228,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.0036644856908750983,0.0035901292808103516,Excluded,Excluded
EM2,1.8085863,1.805488,0.0275487,0.0001999,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.007329885327401789,0.007317328457038517,Excluded,Excluded
EM3,1.2564999,1.5249743,0.0184607,0.0001644,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.008678192150516897,0.010532448112411311,Excluded,Excluded
EM4,0.8195344,1.1523831,0.0214164,0.0001768,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.011484045540063891,0.016148217817336285,Excluded,Excluded
EM5,0.5231694,0.6400029,0.0117579,0.0001317,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.020678062552529058,0.025295860193658117,Excluded,Excluded
EM6,0.44495,0.6138098,0.006575,9.87e-05,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.021560457327334952,0.02974271266434431,Excluded,Excluded
EM7,0.4054978,0.5909507,0.0035452,7.26e-05,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.022394456931855735,0.03263647792910344,Excluded,Excluded
EM8,0.5075221,0.5835319,0.0015988,4.88e-05,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.022679171438613727,0.026075751184037113,Excluded,Excluded
EM9,0.3388566,0.2901458,0.0014394,4.63e-05,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.0456116200889346,0.03905492765966489,Excluded,Excluded
EM10,0.4052347,0.8627707,0.0007722,3.39e-05,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.01533897708858217,0.03265766727281746,Excluded,Excluded
EM11,0.9628274,1.0874547,0.0002274,1.84e-05,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.012169720724918473,0.01374495574180793,Excluded,Excluded
EM12,0.4710882,0.3763618,0.0005409,2.84e-05,0.01323402,spin1_run_120_mzp_2000_mx_450,2000.0,450.0,0.035163026640854626,0.028092446382651914,Excluded,Excluded
IM0,3.3369751,4.2156632,0.1696686,0.0005851,0.002166729,spin1_run_121_mzp_2000_mx_500,2000.0,500.0,0.0005139710876333765,0.0006493093100994371,Excluded,Excluded
IM1,1.6953735,2.1369635,0.1332819,0.0005298,0.002166729,spin1_run_121_mzp_2000_mx_500,2000.0,500.0,0.0010139288761834258,0.0012780245768852705,Excluded,Excluded
IM2,1.1060301,1.5245268,0.102666,0.0004732,0.002166729,spin1_run_121_mzp_2000_mx_500,2000.0,500.0,0.0014212469075650228,0.0019590144969834004,Excluded,Excluded
IM3,0.7591736,1.123828,0.0745582,0.0004095,0.002166729,spin1_run_121_mzp_2000_mx_500,2000.0,500.0,0.00192798987033603,0.002854062628099818,Excluded,Excluded
IM4,0.5914519,0.9390569,0.0555022,0.0003569,0.002166729,spin1_run_121_mzp_2000_mx_500,2000.0,500.0,0.002307345806201946,0.0036634069482235155,Excluded,Excluded
IM5,0.4954381,0.7530466,0.0290482,0.0002618,0.002166729,spin1_run_121_mzp_2000_mx_500,2000.0,500.0,0.0028772840883950607,0.004373359658855465,Excluded,Excluded
IM6,0.4559635,0.665134,0.0160358,0.0001958,0.002166729,spin1_run_121_mzp_2000_mx_500,2000.0,500.0,0.003257582682587268,0.004751979050954736,Excluded,Excluded
IM7,0.3419801,0.4056139,0.0104537,0.0001586,0.002166729,spin1_run_121_mzp_2000_mx_500,2000.0,500.0,0.0053418509572773516,0.006335833576281193,Excluded,Excluded
IM8,0.3092524,0.3311821,0.006481,0.0001251,0.002166729,spin1_run_121_mzp_2000_mx_500,2000.0,500.0,0.0065424097498023,0.00700634497905271,Excluded,Excluded
IM9,0.3290401,0.309766,0.0038446,9.65e-05,0.002166729,spin1_run_121_mzp_2000_mx_500,2000.0,500.0,0.006994728278765262,0.00658499982221012,Excluded,Excluded
IM10,0.4972788,0.7689687,0.0018724,6.74e-05,0.002166729,spin1_run_121_mzp_2000_mx_500,2000.0,500.0,0.0028177076648243293,0.004357171470008373,Excluded,Excluded
