Run,MY1,Mchi,Omegah2,xsi,x_f,sigmav_xf
2084,160.15,212.45,0.000414,0.00345,27.0,0.0
2085,160.15,212.84,0.000413,0.00344,27.0,0.0
2086,160.15,215.94,0.000405,0.00338,27.0,0.0
2087,160.15,219.44,0.000397,0.00331,27.0,0.0
2088,160.15,222.32,0.000392,0.00326,27.0,0.0
2089,160.15,222.93,0.00039,0.00325,27.0,0.0
2090,160.15,226.43,0.000384,0.0032,27.0,0.0
2091,160.15,229.92,0.000378,0.00315,27.0,0.0
2092,160.15,231.06,0.000377,0.00314,27.0,0.0
2093,160.15,233.42,0.000373,0.00311,27.0,0.0
2094,160.15,236.91,0.000369,0.00307,27.0,0.0
2095,160.15,237.44,0.000368,0.00307,27.0,0.0
2096,160.15,327.73,0.000301,0.00251,28.0,0.0
2097,160.15,450.11,0.000246,0.00205,29.0,0.0
2098,160.15,515.03,0.000222,0.00185,29.0,0.0
2099,160.15,588.03,0.000197,0.00164,29.0,0.0
2100,160.15,586.41,0.000197,0.00164,29.0,0.0
2101,160.15,585.58,0.000197,0.00165,29.0,0.0
2102,160.15,583.12,0.000198,0.00165,29.0,0.0
2103,160.15,582.92,0.000198,0.00165,29.0,0.0
2104,160.15,580.67,0.000199,0.00166,29.0,0.0
2105,160.15,579.42,0.000199,0.00166,29.0,0.0
2106,160.15,578.21,0.0002,0.00167,29.0,0.0
2107,160.15,575.93,0.000201,0.00167,29.0,0.0
2108,160.15,575.76,0.000201,0.00167,29.0,0.0
2109,160.15,573.33,0.000201,0.00168,29.0,0.0
2110,160.15,572.43,0.000202,0.00168,29.0,0.0
2111,160.15,571.02,0.000202,0.00169,29.0,0.0
2112,160.15,568.94,0.000203,0.00169,29.0,0.0
2113,160.15,568.87,0.000203,0.00169,29.0,0.0
2114,160.15,567.35,0.000203,0.0017,29.0,0.0
2115,160.15,565.86,0.000204,0.0017,29.0,0.0
2116,160.15,565.44,0.000204,0.0017,29.0,0.0
2117,160.15,564.37,0.000204,0.0017,29.0,0.0
2118,160.15,562.88,0.000205,0.00171,29.0,0.0
2119,160.15,561.95,0.000205,0.00171,29.0,0.0
2120,160.15,558.45,0.000206,0.00172,29.0,0.0
2121,160.15,557.76,0.000207,0.00172,29.0,0.0
2122,160.15,554.96,0.000208,0.00173,29.0,0.0
2123,160.15,551.46,0.000209,0.00174,29.0,0.0
2124,160.15,549.1,0.00021,0.00175,29.0,0.0
2125,160.15,547.97,0.00021,0.00175,29.0,0.0
2126,160.15,544.47,0.000211,0.00176,29.0,0.0
2127,160.15,540.98,0.000212,0.00177,29.0,0.0
2128,160.15,537.48,0.000214,0.00178,29.0,0.0
2129,160.15,533.99,0.000215,0.00179,29.0,0.0
2130,160.15,531.44,0.000216,0.0018,29.0,0.0
2131,160.15,530.49,0.000216,0.0018,29.0,0.0
2132,160.15,527.0,0.000217,0.00181,29.0,0.0
2133,160.15,523.5,0.000219,0.00182,29.0,0.0
2134,160.15,453.6,0.000245,0.00204,29.0,0.0
2135,160.15,451.25,0.000246,0.00205,29.0,0.0
2136,160.15,450.11,0.000246,0.00205,29.0,0.0
2137,160.15,446.61,0.000248,0.00207,28.0,0.0
2138,160.15,443.12,0.000249,0.00208,28.0,0.0
2139,160.15,299.82,0.000316,0.00264,28.0,0.0
2140,160.15,264.87,0.00034,0.00283,28.0,0.0
2141,160.15,121.58,0.00692,0.0576,24.0,0.0
2142,160.15,2.7475,2.3,1.0,14.0,0.0
2143,171.22,72.91,0.000672,0.0056,26.0,0.0
2144,171.22,76.142,0.000274,0.00228,27.0,0.0
2145,171.22,77.744,0.000154,0.00128,28.0,0.0
2146,171.22,79.637,7.1e-05,0.00059,29.0,0.0
2147,171.22,81.93,2.7e-05,0.000226,29.0,0.0
2148,171.22,83.132,1.8e-05,0.000151,30.0,0.0
2149,171.22,86.627,5.4e-05,0.000447,28.0,0.0
2150,171.22,90.122,0.000262,0.00218,27.0,0.0
2151,171.22,92.493,0.00047,0.00392,26.0,0.0
2152,171.22,93.617,0.000585,0.00488,26.0,0.0
2153,171.22,97.112,0.001,0.00835,26.0,0.0
2154,171.22,98.772,0.00123,0.0102,25.0,0.0
2155,171.22,100.61,0.0015,0.0125,25.0,0.0
2156,171.22,102.06,0.00172,0.0144,25.0,0.0
2157,171.22,104.1,0.00206,0.0172,25.0,0.0
2158,171.22,105.06,0.00223,0.0186,25.0,0.0
2159,171.22,107.6,0.00269,0.0224,25.0,0.0
2160,171.22,108.95,0.00295,0.0246,25.0,0.0
2161,171.22,111.09,0.00337,0.0281,25.0,0.0
2162,171.22,112.83,0.00373,0.0311,25.0,0.0
2163,171.22,114.59,0.00411,0.0343,24.0,0.0
2164,171.22,116.75,0.00459,0.0382,24.0,0.0
2165,171.22,118.08,0.00489,0.0408,24.0,0.0
2166,171.22,121.58,0.00572,0.0477,24.0,0.0
2167,171.22,124.97,0.00656,0.0546,24.0,0.0
2168,171.22,125.07,0.00658,0.0549,24.0,0.0
2169,171.22,128.57,0.00749,0.0624,24.0,0.0
2170,171.22,132.06,0.00843,0.0702,24.0,0.0
2171,171.22,133.19,0.00874,0.0728,24.0,0.0
2172,171.22,135.56,0.0094,0.0783,24.0,0.0
2173,171.22,139.05,0.0104,0.0867,24.0,0.0
2174,171.22,142.55,0.0114,0.0953,24.0,0.0
2175,171.22,144.15,0.0119,0.0993,24.0,0.0
2176,171.22,146.04,0.0125,0.104,24.0,0.0
2177,171.22,149.54,0.0135,0.113,23.0,0.0
2178,171.22,149.89,0.0136,0.114,23.0,0.0
2179,171.22,153.03,0.0145,0.121,23.0,0.0
2180,171.22,153.87,0.0146,0.122,23.0,0.0
2181,171.22,156.53,0.0148,0.124,24.0,0.0
2182,171.22,160.02,0.0138,0.115,24.0,0.0
2183,171.22,161.99,0.0121,0.101,24.0,0.0
2184,171.22,163.52,0.0104,0.0868,24.0,0.0
2185,171.22,167.01,0.00594,0.0495,25.0,0.0
2186,171.22,170.51,0.00269,0.0224,25.0,0.0
2187,171.22,171.17,0.00227,0.0189,26.0,0.0
2188,171.22,174.0,0.00135,0.0113,26.0,0.0
2189,171.22,177.5,0.00104,0.00866,26.0,0.0
2190,171.22,180.35,0.000905,0.00754,26.0,0.0
2191,171.22,180.99,0.000882,0.00735,26.0,0.0
2192,171.22,184.49,0.000784,0.00653,26.0,0.0
2193,171.22,187.98,0.000716,0.00597,26.0,0.0
2194,171.22,188.7,0.000705,0.00587,27.0,0.0
2195,171.22,191.48,0.000666,0.00555,27.0,0.0
2196,171.22,194.97,0.000628,0.00524,27.0,0.0
2197,171.22,196.18,0.000617,0.00514,27.0,0.0
2198,171.22,198.47,0.000598,0.00499,27.0,0.0
2199,171.22,200.38,0.000585,0.00487,27.0,0.0
2200,171.22,201.96,0.000574,0.00479,27.0,0.0
2201,171.22,205.46,0.000554,0.00462,27.0,0.0
2202,171.22,208.95,0.000537,0.00448,27.0,0.0
2203,171.22,212.45,0.000523,0.00436,27.0,0.0
2204,171.22,212.84,0.000521,0.00435,27.0,0.0
2205,171.22,215.94,0.000511,0.00425,27.0,0.0
2206,171.22,219.44,0.0005,0.00416,27.0,0.0
2207,171.22,222.32,0.000492,0.0041,27.0,0.0
2208,171.22,222.93,0.00049,0.00409,27.0,0.0
2209,171.22,226.43,0.000482,0.00402,27.0,0.0
2210,171.22,229.92,0.000474,0.00395,27.0,0.0
2211,171.22,231.06,0.000472,0.00393,27.0,0.0
2212,171.22,233.42,0.000468,0.0039,27.0,0.0
2213,171.22,236.91,0.000461,0.00384,27.0,0.0
2214,171.22,237.44,0.000461,0.00384,27.0,0.0
2215,171.22,327.73,0.00038,0.00317,28.0,0.0
2216,171.22,450.11,0.000314,0.00262,28.0,0.0
2217,171.22,515.03,0.000284,0.00236,29.0,0.0
2218,171.22,588.03,0.000252,0.0021,29.0,0.0
2219,171.22,586.41,0.000253,0.00211,29.0,0.0
2220,171.22,585.58,0.000253,0.00211,29.0,0.0
2221,171.22,583.12,0.000254,0.00212,29.0,0.0
2222,171.22,582.92,0.000254,0.00212,29.0,0.0
2223,171.22,580.67,0.000255,0.00213,29.0,0.0
2224,171.22,579.42,0.000256,0.00213,29.0,0.0
2225,171.22,578.21,0.000256,0.00214,29.0,0.0
2226,171.22,575.93,0.000257,0.00214,29.0,0.0
2227,171.22,575.76,0.000257,0.00214,29.0,0.0
2228,171.22,573.33,0.000258,0.00215,29.0,0.0
2229,171.22,572.43,0.000259,0.00216,29.0,0.0
2230,171.22,571.02,0.000259,0.00216,29.0,0.0
2231,171.22,568.94,0.00026,0.00217,29.0,0.0
2232,171.22,568.87,0.00026,0.00217,29.0,0.0
2233,171.22,567.35,0.000261,0.00217,29.0,0.0
2234,171.22,565.86,0.000261,0.00218,29.0,0.0
2235,171.22,565.44,0.000262,0.00218,29.0,0.0
2236,171.22,564.37,0.000262,0.00218,29.0,0.0
2237,171.22,562.88,0.000263,0.00219,29.0,0.0
2238,171.22,561.95,0.000263,0.00219,29.0,0.0
2239,171.22,558.45,0.000265,0.0022,29.0,0.0
2240,171.22,557.76,0.000265,0.00221,29.0,0.0
2241,171.22,554.96,0.000266,0.00222,29.0,0.0
2242,171.22,551.46,0.000268,0.00223,29.0,0.0
2243,171.22,549.1,0.000269,0.00224,29.0,0.0
2244,171.22,547.97,0.000269,0.00224,29.0,0.0
2245,171.22,544.47,0.000271,0.00225,29.0,0.0
2246,171.22,540.98,0.000272,0.00227,29.0,0.0
2247,171.22,537.48,0.000274,0.00228,29.0,0.0
2248,171.22,533.99,0.000275,0.00229,29.0,0.0
2249,171.22,531.44,0.000276,0.0023,29.0,0.0
2250,171.22,530.49,0.000277,0.00231,29.0,0.0
2251,171.22,527.0,0.000278,0.00232,29.0,0.0
2252,171.22,523.5,0.00028,0.00233,29.0,0.0
2253,171.22,453.6,0.000313,0.00261,28.0,0.0
2254,171.22,451.25,0.000314,0.00262,28.0,0.0
2255,171.22,450.11,0.000314,0.00262,28.0,0.0
2256,171.22,446.61,0.000316,0.00263,28.0,0.0
2257,171.22,443.12,0.000318,0.00265,28.0,0.0
2258,171.22,299.82,0.000398,0.00331,28.0,0.0
2259,171.22,264.87,0.000426,0.00355,27.0,0.0
2260,171.22,121.58,0.00572,0.0477,24.0,0.0
2261,171.22,2.7475,2.93,1.0,14.0,0.0
2262,180.17,72.91,0.00147,0.0122,25.0,0.0
2263,180.17,76.142,0.000834,0.00695,26.0,0.0
2264,180.17,77.744,0.000584,0.00487,26.0,0.0
2265,180.17,79.637,0.000349,0.00291,27.0,0.0
2266,180.17,81.93,0.000161,0.00134,28.0,0.0
2267,180.17,83.132,0.000102,0.000848,28.0,0.0
2268,180.17,86.627,2.6e-05,0.000215,30.0,0.0
2269,180.17,90.122,2.8e-05,0.000234,29.0,0.0
2270,180.17,92.493,0.000125,0.00104,28.0,0.0
2271,180.17,93.617,0.000197,0.00164,27.0,0.0
2272,180.17,97.112,0.000496,0.00414,26.0,0.0
2273,180.17,98.772,0.000674,0.00562,26.0,0.0
2274,180.17,100.61,0.000895,0.00746,26.0,0.0
2275,180.17,102.06,0.00109,0.00905,26.0,0.0
2276,180.17,104.1,0.00138,0.0115,25.0,0.0
2277,180.17,105.06,0.00152,0.0127,25.0,0.0
2278,180.17,107.6,0.00193,0.0161,25.0,0.0
2279,180.17,108.95,0.00217,0.0181,25.0,0.0
2280,180.17,111.09,0.00256,0.0213,25.0,0.0
2281,180.17,112.83,0.00289,0.0241,25.0,0.0
2282,180.17,114.59,0.00324,0.027,25.0,0.0
2283,180.17,116.75,0.00369,0.0307,25.0,0.0
2284,180.17,118.08,0.00397,0.0331,24.0,0.0
2285,180.17,121.58,0.00476,0.0397,24.0,0.0
2286,180.17,124.97,0.00556,0.0464,24.0,0.0
2287,180.17,125.07,0.00559,0.0466,24.0,0.0
2288,180.17,128.57,0.00646,0.0539,24.0,0.0
2289,180.17,132.06,0.00738,0.0615,24.0,0.0
2290,180.17,133.19,0.00768,0.064,24.0,0.0
2291,180.17,135.56,0.00833,0.0694,24.0,0.0
2292,180.17,139.05,0.00932,0.0776,24.0,0.0
2293,180.17,142.55,0.0103,0.0862,24.0,0.0
2294,180.17,144.15,0.0108,0.0902,24.0,0.0
2295,180.17,146.04,0.0114,0.0949,24.0,0.0
2296,180.17,149.54,0.0125,0.104,24.0,0.0
2297,180.17,149.89,0.0126,0.105,24.0,0.0
2298,180.17,153.03,0.0136,0.113,23.0,0.0
2299,180.17,153.87,0.0138,0.115,23.0,0.0
2300,180.17,156.53,0.0146,0.121,23.0,0.0
2301,180.17,160.02,0.0151,0.126,23.0,0.0
2302,180.17,161.99,0.0149,0.124,24.0,0.0
2303,180.17,163.52,0.0143,0.119,24.0,0.0
2304,180.17,167.01,0.0105,0.0877,24.0,0.0
2305,180.17,170.51,0.00506,0.0422,25.0,0.0
2306,180.17,171.17,0.00416,0.0347,25.0,0.0
2307,180.17,174.0,0.00224,0.0186,25.0,0.0
2308,180.17,177.5,0.0016,0.0133,26.0,0.0
2309,180.17,180.35,0.0013,0.0108,26.0,0.0
2310,180.17,180.99,0.00125,0.0104,26.0,0.0
2311,180.17,184.49,0.00106,0.00884,26.0,0.0
2312,180.17,187.98,0.00094,0.00783,26.0,0.0
2313,180.17,188.7,0.00092,0.00767,26.0,0.0
2314,180.17,191.48,0.000855,0.00713,26.0,0.0
2315,180.17,194.97,0.000793,0.00661,26.0,0.0
2316,180.17,196.18,0.000776,0.00646,26.0,0.0
2317,180.17,198.47,0.000746,0.00622,26.0,0.0
2318,180.17,200.38,0.000724,0.00603,27.0,0.0
2319,180.17,201.96,0.000708,0.0059,27.0,0.0
2320,180.17,205.46,0.000678,0.00565,27.0,0.0
2321,180.17,208.95,0.000653,0.00544,27.0,0.0
2322,180.17,212.45,0.000632,0.00527,27.0,0.0
2323,180.17,212.84,0.00063,0.00525,27.0,0.0
2324,180.17,215.94,0.000615,0.00512,27.0,0.0
2325,180.17,219.44,0.0006,0.005,27.0,0.0
2326,180.17,222.32,0.000589,0.00491,27.0,0.0
2327,180.17,222.93,0.000587,0.00489,27.0,0.0
2328,180.17,226.43,0.000575,0.0048,27.0,0.0
2329,180.17,229.92,0.000565,0.00471,27.0,0.0
2330,180.17,231.06,0.000562,0.00469,27.0,0.0
2331,180.17,233.42,0.000556,0.00464,27.0,0.0
2332,180.17,236.91,0.000548,0.00457,27.0,0.0
2333,180.17,237.44,0.000547,0.00456,27.0,0.0
2334,180.17,327.73,0.000452,0.00377,28.0,0.0
2335,180.17,450.11,0.000378,0.00315,28.0,0.0
2336,180.17,515.03,0.000342,0.00285,28.0,0.0
2337,180.17,588.03,0.000305,0.00254,29.0,0.0
2338,180.17,586.41,0.000305,0.00254,29.0,0.0
2339,180.17,585.58,0.000306,0.00255,29.0,0.0
2340,180.17,583.12,0.000307,0.00256,29.0,0.0
2341,180.17,582.92,0.000307,0.00256,29.0,0.0
2342,180.17,580.67,0.000308,0.00257,29.0,0.0
2343,180.17,579.42,0.000309,0.00257,29.0,0.0
2344,180.17,578.21,0.000309,0.00258,29.0,0.0
2345,180.17,575.93,0.00031,0.00259,29.0,0.0
2346,180.17,575.76,0.000311,0.00259,29.0,0.0
2347,180.17,573.33,0.000312,0.0026,29.0,0.0
2348,180.17,572.43,0.000312,0.0026,29.0,0.0
2349,180.17,571.02,0.000313,0.00261,29.0,0.0
2350,180.17,568.94,0.000314,0.00262,29.0,0.0
2351,180.17,568.87,0.000314,0.00262,29.0,0.0
2352,180.17,567.35,0.000315,0.00262,29.0,0.0
2353,180.17,565.86,0.000315,0.00263,29.0,0.0
2354,180.17,565.44,0.000316,0.00263,29.0,0.0
2355,180.17,564.37,0.000316,0.00263,29.0,0.0
2356,180.17,562.88,0.000317,0.00264,29.0,0.0
2357,180.17,561.95,0.000317,0.00264,29.0,0.0
2358,180.17,558.45,0.000319,0.00266,28.0,0.0
2359,180.17,557.76,0.00032,0.00266,28.0,0.0
2360,180.17,554.96,0.000321,0.00268,28.0,0.0
2361,180.17,551.46,0.000323,0.00269,28.0,0.0
2362,180.17,549.1,0.000324,0.0027,28.0,0.0
2363,180.17,547.97,0.000325,0.0027,28.0,0.0
2364,180.17,544.47,0.000326,0.00272,28.0,0.0
2365,180.17,540.98,0.000328,0.00273,28.0,0.0
2366,180.17,537.48,0.00033,0.00275,28.0,0.0
2367,180.17,533.99,0.000332,0.00277,28.0,0.0
2368,180.17,531.44,0.000333,0.00278,28.0,0.0
2369,180.17,530.49,0.000334,0.00278,28.0,0.0
2370,180.17,527.0,0.000335,0.0028,28.0,0.0
2371,180.17,523.5,0.000337,0.00281,28.0,0.0
2372,180.17,453.6,0.000376,0.00313,28.0,0.0
2373,180.17,451.25,0.000377,0.00314,28.0,0.0
2374,180.17,450.11,0.000378,0.00315,28.0,0.0
2375,180.17,446.61,0.00038,0.00317,28.0,0.0
2376,180.17,443.12,0.000382,0.00318,28.0,0.0
2377,180.17,299.82,0.000472,0.00394,27.0,0.0
2378,180.17,264.87,0.000505,0.00421,27.0,0.0
2379,180.17,121.58,0.00476,0.0397,24.0,0.0
2380,180.17,2.7475,3.52,1.0,14.0,0.0
2381,189.15,72.91,0.00256,0.0213,25.0,0.0
2382,189.15,76.142,0.0017,0.0142,25.0,0.0
2383,189.15,77.744,0.00134,0.0112,25.0,0.0
2384,189.15,79.637,0.000967,0.00806,26.0,0.0
2385,189.15,81.93,0.000594,0.00495,26.0,0.0
2386,189.15,83.132,0.000436,0.00363,27.0,0.0
2387,189.15,86.627,0.000142,0.00118,28.0,0.0
2388,189.15,90.122,3.8e-05,0.000313,29.0,0.0
2389,189.15,92.493,1.9e-05,0.00016,30.0,0.0
2390,189.15,93.617,2e-05,0.000163,30.0,0.0
2391,189.15,97.112,0.000138,0.00115,28.0,0.0
2392,189.15,98.772,0.000252,0.0021,27.0,0.0
2393,189.15,100.61,0.00041,0.00342,27.0,0.0
2394,189.15,102.06,0.000556,0.00463,26.0,0.0
2395,189.15,104.1,0.000788,0.00657,26.0,0.0
2396,189.15,105.06,0.000908,0.00757,26.0,0.0
2397,189.15,107.6,0.00126,0.0105,26.0,0.0
2398,189.15,108.95,0.00146,0.0122,25.0,0.0
2399,189.15,111.09,0.0018,0.015,25.0,0.0
2400,189.15,112.83,0.0021,0.0175,25.0,0.0
2401,189.15,114.59,0.00242,0.0201,25.0,0.0
2402,189.15,116.75,0.00283,0.0236,25.0,0.0
2403,189.15,118.08,0.00309,0.0258,25.0,0.0
2404,189.15,121.58,0.00383,0.0319,25.0,0.0
2405,189.15,124.97,0.00459,0.0382,24.0,0.0
2406,189.15,125.07,0.00461,0.0384,24.0,0.0
2407,189.15,128.57,0.00545,0.0454,24.0,0.0
2408,189.15,132.06,0.00633,0.0527,24.0,0.0
2409,189.15,133.19,0.00662,0.0552,24.0,0.0
2410,189.15,135.56,0.00725,0.0604,24.0,0.0
2411,189.15,139.05,0.00821,0.0684,24.0,0.0
2412,189.15,142.55,0.00921,0.0768,24.0,0.0
2413,189.15,144.15,0.00968,0.0807,24.0,0.0
2414,189.15,146.04,0.0102,0.0854,24.0,0.0
2415,189.15,149.54,0.0113,0.0943,24.0,0.0
2416,189.15,149.89,0.0114,0.0952,24.0,0.0
2417,189.15,153.03,0.0124,0.103,24.0,0.0
2418,189.15,153.87,0.0127,0.105,24.0,0.0
2419,189.15,156.53,0.0135,0.112,24.0,0.0
2420,189.15,160.02,0.0143,0.119,24.0,0.0
2421,189.15,161.99,0.0144,0.12,24.0,0.0
2422,189.15,163.52,0.0141,0.118,24.0,0.0
2423,189.15,167.01,0.0114,0.0953,24.0,0.0
2424,189.15,170.51,0.00609,0.0507,24.0,0.0
2425,189.15,171.17,0.00507,0.0422,25.0,0.0
2426,189.15,174.0,0.00284,0.0237,25.0,0.0
2427,189.15,177.5,0.00219,0.0182,25.0,0.0
2428,189.15,180.35,0.0019,0.0158,25.0,0.0
2429,189.15,180.99,0.00184,0.0154,25.0,0.0
2430,189.15,184.49,0.00158,0.0131,26.0,0.0
2431,189.15,187.98,0.00134,0.0111,26.0,0.0
2432,189.15,188.7,0.00129,0.0108,26.0,0.0
2433,189.15,191.48,0.00116,0.00965,26.0,0.0
2434,189.15,194.97,0.00104,0.00869,26.0,0.0
2435,189.15,196.18,0.00101,0.00842,26.0,0.0
2436,189.15,198.47,0.000958,0.00799,26.0,0.0
2437,189.15,200.38,0.000921,0.00768,26.0,0.0
2438,189.15,201.96,0.000895,0.00746,26.0,0.0
2439,189.15,205.46,0.000845,0.00704,26.0,0.0
2440,189.15,208.95,0.000805,0.00671,26.0,0.0
2441,189.15,212.45,0.000772,0.00644,27.0,0.0
2442,189.15,212.84,0.000769,0.00641,27.0,0.0
2443,189.15,215.94,0.000745,0.00621,27.0,0.0
2444,189.15,219.44,0.000723,0.00602,27.0,0.0
2445,189.15,222.32,0.000707,0.00589,27.0,0.0
2446,189.15,222.93,0.000704,0.00587,27.0,0.0
2447,189.15,226.43,0.000687,0.00573,27.0,0.0
2448,189.15,229.92,0.000673,0.00561,27.0,0.0
2449,189.15,231.06,0.000669,0.00557,27.0,0.0
2450,189.15,233.42,0.000661,0.00551,27.0,0.0
2451,189.15,236.91,0.00065,0.00541,27.0,0.0
2452,189.15,237.44,0.000648,0.0054,27.0,0.0
2453,189.15,327.73,0.000533,0.00444,27.0,0.0
2454,189.15,450.11,0.000449,0.00375,28.0,0.0
2455,189.15,515.03,0.000408,0.0034,28.0,0.0
2456,189.15,588.03,0.000364,0.00304,28.0,0.0
2457,189.15,586.41,0.000365,0.00304,28.0,0.0
2458,189.15,585.58,0.000366,0.00305,28.0,0.0
2459,189.15,583.12,0.000367,0.00306,28.0,0.0
2460,189.15,582.92,0.000367,0.00306,28.0,0.0
2461,189.15,580.67,0.000369,0.00307,28.0,0.0
2462,189.15,579.42,0.000369,0.00308,28.0,0.0
2463,189.15,578.21,0.00037,0.00308,28.0,0.0
2464,189.15,575.93,0.000371,0.00309,28.0,0.0
2465,189.15,575.76,0.000371,0.00309,28.0,0.0
2466,189.15,573.33,0.000373,0.00311,28.0,0.0
2467,189.15,572.43,0.000373,0.00311,28.0,0.0
2468,189.15,571.02,0.000374,0.00312,28.0,0.0
2469,189.15,568.94,0.000375,0.00313,28.0,0.0
2470,189.15,568.87,0.000375,0.00313,28.0,0.0
2471,189.15,567.35,0.000376,0.00314,28.0,0.0
2472,189.15,565.86,0.000377,0.00314,28.0,0.0
2473,189.15,565.44,0.000377,0.00314,28.0,0.0
2474,189.15,564.37,0.000378,0.00315,28.0,0.0
2475,189.15,562.88,0.000379,0.00316,28.0,0.0
2476,189.15,561.95,0.000379,0.00316,28.0,0.0
2477,189.15,558.45,0.000382,0.00318,28.0,0.0
2478,189.15,557.76,0.000382,0.00318,28.0,0.0
2479,189.15,554.96,0.000384,0.0032,28.0,0.0
2480,189.15,551.46,0.000386,0.00321,28.0,0.0
2481,189.15,549.1,0.000387,0.00323,28.0,0.0
2482,189.15,547.97,0.000388,0.00323,28.0,0.0
2483,189.15,544.47,0.00039,0.00325,28.0,0.0
2484,189.15,540.98,0.000392,0.00327,28.0,0.0
2485,189.15,537.48,0.000394,0.00328,28.0,0.0
2486,189.15,533.99,0.000396,0.0033,28.0,0.0
2487,189.15,531.44,0.000398,0.00331,28.0,0.0
2488,189.15,530.49,0.000398,0.00332,28.0,0.0
2489,189.15,527.0,0.000401,0.00334,28.0,0.0
2490,189.15,523.5,0.000403,0.00336,28.0,0.0
2491,189.15,453.6,0.000447,0.00373,28.0,0.0
2492,189.15,451.25,0.000449,0.00374,28.0,0.0
2493,189.15,450.11,0.000449,0.00375,28.0,0.0
2494,189.15,446.61,0.000452,0.00376,28.0,0.0
2495,189.15,443.12,0.000454,0.00378,28.0,0.0
2496,189.15,299.82,0.000555,0.00463,27.0,0.0
2497,189.15,264.87,0.000593,0.00494,27.0,0.0
2498,189.15,121.58,0.00383,0.0319,25.0,0.0
2499,189.15,2.7475,4.2,1.0,14.0,0.0
2500,200.19,72.91,0.00434,0.0362,24.0,0.0
2501,200.19,76.142,0.00317,0.0264,24.0,0.0
2502,200.19,77.744,0.00267,0.0222,25.0,0.0
2503,200.19,79.637,0.00213,0.0178,25.0,0.0
2504,200.19,81.93,0.00157,0.0131,25.0,0.0
2505,200.19,83.132,0.0013,0.0109,26.0,0.0
2506,200.19,86.627,0.000672,0.0056,26.0,0.0
2507,200.19,90.122,0.000263,0.00219,27.0,0.0
2508,200.19,92.493,0.000118,0.000985,28.0,0.0
2509,200.19,93.617,7.9e-05,0.000656,29.0,0.0
2510,200.19,97.112,2.5e-05,0.000207,30.0,0.0
2511,200.19,98.772,2.1e-05,0.000174,30.0,0.0
2512,200.19,100.61,4.7e-05,0.000391,29.0,0.0
2513,200.19,102.06,0.000111,0.000923,28.0,0.0
2514,200.19,104.1,0.000246,0.00205,27.0,0.0
2515,200.19,105.06,0.000325,0.00271,27.0,0.0
2516,200.19,107.6,0.000573,0.00478,26.0,0.0
2517,200.19,108.95,0.000727,0.00605,26.0,0.0
2518,200.19,111.09,0.000998,0.00831,26.0,0.0
2519,200.19,112.83,0.00124,0.0103,26.0,0.0
2520,200.19,114.59,0.00151,0.0126,25.0,0.0
2521,200.19,116.75,0.00186,0.0155,25.0,0.0
2522,200.19,118.08,0.00209,0.0175,25.0,0.0
2523,200.19,121.58,0.00275,0.0229,25.0,0.0
2524,200.19,124.97,0.00344,0.0287,25.0,0.0
2525,200.19,125.07,0.00346,0.0289,25.0,0.0
2526,200.19,128.57,0.00424,0.0353,24.0,0.0
2527,200.19,132.06,0.00506,0.0422,24.0,0.0
2528,200.19,133.19,0.00534,0.0445,24.0,0.0
2529,200.19,135.56,0.00594,0.0495,24.0,0.0
2530,200.19,139.05,0.00686,0.0571,24.0,0.0
2531,200.19,142.55,0.00782,0.0652,24.0,0.0
2532,200.19,144.15,0.00827,0.069,24.0,0.0
2533,200.19,146.04,0.00882,0.0735,24.0,0.0
2534,200.19,149.54,0.00986,0.0822,24.0,0.0
2535,200.19,149.89,0.00997,0.0831,24.0,0.0
2536,200.19,153.03,0.0109,0.0911,24.0,0.0
2537,200.19,153.87,0.0112,0.0932,24.0,0.0
2538,200.19,156.53,0.012,0.1,24.0,0.0
2539,200.19,160.02,0.0129,0.108,24.0,0.0
2540,200.19,161.99,0.0132,0.11,24.0,0.0
2541,200.19,163.52,0.0132,0.11,24.0,0.0
2542,200.19,167.01,0.0115,0.0955,24.0,0.0
2543,200.19,170.51,0.00682,0.0569,24.0,0.0
2544,200.19,171.17,0.00579,0.0483,24.0,0.0
2545,200.19,174.0,0.0034,0.0283,25.0,0.0
2546,200.19,177.5,0.00268,0.0223,25.0,0.0
2547,200.19,180.35,0.00237,0.0198,25.0,0.0
2548,200.19,180.99,0.00232,0.0194,25.0,0.0
2549,200.19,184.49,0.00209,0.0174,25.0,0.0
2550,200.19,187.98,0.00192,0.016,25.0,0.0
2551,200.19,188.7,0.00189,0.0157,25.0,0.0
2552,200.19,191.48,0.00176,0.0147,26.0,0.0
2553,200.19,194.97,0.00161,0.0134,26.0,0.0
2554,200.19,196.18,0.00155,0.0129,26.0,0.0
2555,200.19,198.47,0.00143,0.0119,26.0,0.0
2556,200.19,200.38,0.00133,0.0111,26.0,0.0
2557,200.19,201.96,0.00127,0.0106,26.0,0.0
2558,200.19,205.46,0.00116,0.00967,26.0,0.0
2559,200.19,208.95,0.00108,0.009,26.0,0.0
2560,200.19,212.45,0.00102,0.00847,26.0,0.0
2561,200.19,212.84,0.00101,0.00842,26.0,0.0
2562,200.19,215.94,0.000966,0.00805,26.0,0.0
2563,200.19,219.44,0.000925,0.00771,26.0,0.0
2564,200.19,222.32,0.000897,0.00747,26.0,0.0
2565,200.19,222.93,0.000892,0.00743,26.0,0.0
