filename,Total xsec (pb),Total MC Events,Coupling,Mode,$m_{med}$,$m_{DM}$,$g_{DM}$,$g_{q}$,analysis name,signal region,sig95(exp),sig95(obs),efficiency,stat
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,IM0,2.9953061,3.7948411,0.1888482,0.0003959
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,IM1,1.5155167,1.9054638,0.1490357,0.0003603
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,IM2,1.0056079,1.3783126,0.1126731,0.0003199
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,IM3,0.6570951,0.9723115,0.0862722,0.000284
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,IM4,0.501254,0.7966647,0.0656505,0.0002506
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,IM5,0.3806998,0.5743398,0.0380793,0.0001936
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,IM6,0.311109,0.4560727,0.0234558,0.0001531
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,IM7,0.2514987,0.2981496,0.0142768,0.00012
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,IM8,0.2167263,0.2310883,0.0092503,9.68e-05
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,IM9,0.2096704,0.1986994,0.0060363,7.84e-05
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,IM10,0.2063449,0.3185903,0.0045253,6.79e-05
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,IM11,0.1984937,0.1769284,0.0028252,5.37e-05
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,IM12,0.18952,0.150615,0.0018391,4.33e-05
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,EM0,9.2574211,10.3260641,0.0398126,0.0001978
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,EM1,3.4948839,3.415812,0.0363625,0.0001894
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,EM2,1.8999571,1.8773288,0.026401,0.0001622
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,EM3,1.1246544,1.3602616,0.0206217,0.0001438
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,EM4,0.6348754,0.8949202,0.0275712,0.0001656
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,EM5,0.419168,0.5123206,0.0146235,0.0001214
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,EM6,0.3181734,0.4396743,0.009179,9.65e-05
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,EM7,0.286211,0.4172689,0.0050265,7.15e-05
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,EM8,0.2514175,0.290606,0.003214,5.73e-05
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,EM9,0.323218,0.2752004,0.001511,3.93e-05
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,EM10,0.1838467,0.3920889,0.0017001,4.17e-05
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,EM11,0.2219906,0.2513366,0.0009861,3.18e-05
run_45/mzp_2017.4_mx_327.7_nevents_28500,0.209518988,28500,Axial,DM+QCDjets,2017.4,327.73,1.0,0.25,atlas_exot_2018_06,EM12,0.1386307,0.1108293,0.0018391,4.33e-05
run_07/mzp_464.3_mx_299.8_nevents_28500,0.16741317,28500,Axial,DM+QCDjets,464.262,299.82,1.0,0.25,atlas_exot_2018_06,IM0,4.6734645,5.9160343,0.1210814,0.0003752
run_07/mzp_464.3_mx_299.8_nevents_28500,0.16741317,28500,Axial,DM+QCDjets,464.262,299.82,1.0,0.25,atlas_exot_2018_06,IM1,2.5085568,3.139033,0.0906929,0.0003303
run_07/mzp_464.3_mx_299.8_nevents_28500,0.16741317,28500,Axial,DM+QCDjets,464.262,299.82,1.0,0.25,atlas_exot_2018_06,IM2,1.7712424,2.4329187,0.0640487,0.0002816
run_07/mzp_464.3_mx_299.8_nevents_28500,0.16741317,28500,Axial,DM+QCDjets,464.262,299.82,1.0,0.25,atlas_exot_2018_06,IM3,1.2833442,1.8834398,0.0444902,0.0002371
run_07/mzp_464.3_mx_299.8_nevents_28500,0.16741317,28500,Axial,DM+QCDjets,464.262,299.82,1.0,0.25,atlas_exot_2018_06,IM4,1.0824115,1.7160781,0.0304772,0.0001977
run_07/mzp_464.3_mx_299.8_nevents_28500,0.16741317,28500,Axial,DM+QCDjets,464.262,299.82,1.0,0.25,atlas_exot_2018_06,IM5,0.9599463,1.4574257,0.0150406,0.00014
run_07/mzp_464.3_mx_299.8_nevents_28500,0.16741317,28500,Axial,DM+QCDjets,464.262,299.82,1.0,0.25,atlas_exot_2018_06,IM6,0.9134256,1.335666,0.0079702,0.0001023
run_07/mzp_464.3_mx_299.8_nevents_28500,0.16741317,28500,Axial,DM+QCDjets,464.262,299.82,1.0,0.25,atlas_exot_2018_06,IM7,0.9073254,1.0678074,0.0039654,7.23e-05
run_07/mzp_464.3_mx_299.8_nevents_28500,0.16741317,28500,Axial,DM+QCDjets,464.262,299.82,1.0,0.25,atlas_exot_2018_06,IM8,1.0234849,1.0939731,0.0019503,5.07e-05
run_07/mzp_464.3_mx_299.8_nevents_28500,0.16741317,28500,Axial,DM+QCDjets,464.262,299.82,1.0,0.25,atlas_exot_2018_06,IM9,1.1855444,1.122084,0.0010632,3.75e-05
run_07/mzp_464.3_mx_299.8_nevents_28500,0.16741317,28500,Axial,DM+QCDjets,464.262,299.82,1.0,0.25,atlas_exot_2018_06,IM10,1.4331645,2.2111895,0.0006531,2.94e-05
run_07/mzp_464.3_mx_299.8_nevents_28500,0.16741317,28500,Axial,DM+QCDjets,464.262,299.82,1.0,0.25,atlas_exot_2018_06,IM11,1.7867663,1.6059529,0.0003146,2.04e-05
run_07/mzp_464.3_mx_299.8_nevents_28500,0.16741317,28500,Axial,DM+QCDjets,464.262,299.82,1.0,0.25,atlas_exot_2018_06,IM12,1.4701517,1.1680766,0.0002357,1.77e-05
run_07/mzp_464.3_mx_299.8_nevents_28500,0.16741317,28500,Axial,DM+QCDjets,464.262,299.82,1.0,0.25,atlas_exot_2018_06,EM0,12.1495183,13.4947847,0.0303885,0.0001974
run_07/mzp_464.3_mx_299.8_nevents_28500,0.16741317,28500,Axial,DM+QCDjets,464.262,299.82,1.0,0.25,atlas_exot_2018_06,EM1,4.8046452,4.6549826,0.0266442,0.0001852
run_07/mzp_464.3_mx_299.8_nevents_28500,0.16741317,28500,Axial,DM+QCDjets,464.262,299.82,1.0,0.25,atlas_exot_2018_06,EM2,2.563032,2.5308539,0.0195585,0.0001593
run_07/mzp_464.3_mx_299.8_nevents_28500,0.16741317,28500,Axial,DM+QCDjets,464.262,299.82,1.0,0.25,atlas_exot_2018_06,EM3,1.6547871,1.9995605,0.0140131,0.0001352
run_07/mzp_464.3_mx_299.8_nevents_28500,0.16741317,28500,Axial,DM+QCDjets,464.262,299.82,1.0,0.25,atlas_exot_2018_06,EM4,1.1380278,1.5977145,0.0154366,0.0001418
run_07/mzp_464.3_mx_299.8_nevents_28500,0.16741317,28500,Axial,DM+QCDjets,464.262,299.82,1.0,0.25,atlas_exot_2018_06,EM5,0.8665861,1.059959,0.0070704,9.64e-05
run_07/mzp_464.3_mx_299.8_nevents_28500,0.16741317,28500,Axial,DM+QCDjets,464.262,299.82,1.0,0.25,atlas_exot_2018_06,EM6,0.726022,1.0060395,0.0040047,7.26e-05
run_07/mzp_464.3_mx_299.8_nevents_28500,0.16741317,28500,Axial,DM+QCDjets,464.262,299.82,1.0,0.25,atlas_exot_2018_06,EM7,0.7125853,1.0431051,0.0020152,5.16e-05
