filename,Total xsec (pb),Total MC Events,Coupling,Mode,$m_{med}$,$m_{DM}$,$g_{DM}$,$g_{q}$,analysis name,signal region,sig95(exp),sig95(obs),efficiency,stat
/home/yoxara/Insync/DMSimp_vector_axial_pp_xxj_NLO_eff/Events/run_01/events_PYTHIA8_0.hepmc.gz,8.191,20000,Axial,DM+QCDjets,20.0,100.0,1.0,0.25,atlas_exot_2018_06,EM4,7.0985011,10.036237,0.0024598,0.0014155
/home/yoxara/Insync/DMSimp_vector_axial_pp_xxj_NLO_eff/Events/run_02/events_PYTHIA8_0.hepmc.gz,0.7895,20000,Axial,DM+QCDjets,20.0,200.0,1.0,0.25,atlas_exot_2018_06,EM4,3.4168748,4.7813268,0.0051408,0.0067476
/home/yoxara/Insync/DMSimp_vector_axial_pp_xxj_NLO_eff/Events/run_03/events_PYTHIA8_0.hepmc.gz,0.1747,20000,Axial,DM+QCDjets,20.0,300.0,1.0,0.25,atlas_exot_2018_06,EM4,0.9434507,1.3364893,0.0184696,0.0270693
/home/yoxara/Insync/DMSimp_vector_axial_pp_xxj_NLO_eff/Events/run_04/events_PYTHIA8_0.hepmc.gz,0.01977,20000,Axial,DM+QCDjets,20.0,500.0,1.0,0.25,atlas_exot_2018_06,EM4,0.6665775,0.9366506,0.0262995,0.0938778
/home/yoxara/Insync/DMSimp_vector_axial_pp_xxj_NLO_eff/Events/run_05/events_PYTHIA8_0.hepmc.gz,90070.0,20000,Axial,DM+QCDjets,55.0,0.0,1.0,0.25,atlas_exot_2018_06,EM4,-1.0,-1.0,0.0,0.0
/home/yoxara/Insync/DMSimp_vector_axial_pp_xxj_NLO_eff/Events/run_06/events_PYTHIA8_0.hepmc.gz,44920.0,20000,Axial,DM+QCDjets,55.0,20.0,1.0,0.25,atlas_exot_2018_06,EM4,-1.0,-1.0,0.0,0.0
/home/yoxara/Insync/DMSimp_vector_axial_pp_xxj_NLO_eff/Events/run_07/events_PYTHIA8_0.hepmc.gz,8.615,20000,Axial,DM+QCDjets,55.0,100.0,1.0,0.25,atlas_exot_2018_06,EM4,10.6362033,14.9264406,0.0016531,0.001148
/home/yoxara/Insync/DMSimp_vector_axial_pp_xxj_NLO_eff/Events/run_08/events_PYTHIA8_0.hepmc.gz,0.173,20000,Axial,DM+QCDjets,55.0,300.0,1.0,0.25,atlas_exot_2018_06,EM4,1.8167482,2.5711466,0.0095989,0.019543
/home/yoxara/Insync/DMSimp_vector_axial_pp_xxj_NLO_eff/Events/run_09/events_PYTHIA8_0.hepmc.gz,0.01971,20000,Axial,DM+QCDjets,55.0,500.0,1.0,0.25,atlas_exot_2018_06,EM4,1.8524547,2.6168739,0.0094101,0.0569166
/home/yoxara/Insync/DMSimp_vector_axial_pp_xxj_NLO_eff/Events/run_10/events_PYTHIA8_0.hepmc.gz,2703.0,20000,Axial,DM+QCDjets,200.0,0.0,1.0,0.25,atlas_exot_2018_06,EM4,119.5682851,166.9154848,0.0001474,1.95e-05
/home/yoxara/Insync/DMSimp_vector_axial_pp_xxj_NLO_eff/Events/run_11/events_PYTHIA8_0.hepmc.gz,2126.0,20000,Axial,DM+QCDjets,200.0,50.0,1.0,0.25,atlas_exot_2018_06,EM4,30.8265027,43.2451312,0.0005696,4.3e-05
/home/yoxara/Insync/DMSimp_vector_axial_pp_xxj_NLO_eff/Events/run_12/events_PYTHIA8_0.hepmc.gz,54.74,20000,Axial,DM+QCDjets,200.0,100.0,1.0,0.25,atlas_exot_2018_06,EM4,40.3648972,56.767857,0.0004339,0.0002365
/home/yoxara/Insync/DMSimp_vector_axial_pp_xxj_NLO_eff/Events/run_13/events_PYTHIA8_0.hepmc.gz,17.87,20000,Axial,DM+QCDjets,200.0,110.0,1.0,0.25,atlas_exot_2018_06,EM4,13.0784006,18.4595001,0.0013385,0.0007308
