Signal Region,Sigma_95_exp (pb),Sigma_95_obs (pb),Efficiency,Stat,Sigma_theoretical (pb),SAF File,mT1 (GeV),mn1 (GeV),NNLO Cross Section (pb),k_factor,Signal Strength Obs,Signal Strength Exp,Status Obs,Status Exp
EM0,16.8451034,18.7804111,0.0218268,8.54e-05,2.374005,pptt1jmatch_run_15_375_329,375.0883,328.5088,3.0562914,1.2873988892188517,6.144836549289769,5.5116156136159,Included,Included
EM1,7.2935726,7.0711214,0.017509,7.67e-05,2.374005,pptt1jmatch_run_15_375_329,375.0883,328.5088,3.0562914,1.2873988892188517,2.313628013349774,2.386412696119225,Included,Included
EM2,4.3606662,4.3044086,0.0114684,6.22e-05,2.374005,pptt1jmatch_run_15_375_329,375.0883,328.5088,3.0562914,1.2873988892188517,1.4083763740590967,1.4267835193987064,Included,Included
EM3,2.9624798,3.5876756,0.0078042,5.14e-05,2.374005,pptt1jmatch_run_15_375_329,375.0883,328.5088,3.0562914,1.2873988892188517,1.1738656857130834,0.9693054137442523,Included,Excluded
EM4,1.7378104,2.4522208,0.0100709,5.84e-05,2.374005,pptt1jmatch_run_15_375_329,375.0883,328.5088,3.0562914,1.2873988892188517,0.802351765279973,0.5686010175600402,Excluded,Excluded
EM5,1.6179582,1.9739743,0.0037989,3.6e-05,2.374005,pptt1jmatch_run_15_375_329,375.0883,328.5088,3.0562914,1.2873988892188517,0.6458724125585669,0.5293861050029457,Excluded,Excluded
EM6,1.742819,2.413618,0.0016707,2.39e-05,2.374005,pptt1jmatch_run_15_375_329,375.0883,328.5088,3.0562914,1.2873988892188517,0.7897211633681265,0.5702398010870298,Excluded,Excluded
EM7,2.7847664,4.0193444,0.0005202,1.33e-05,2.374005,pptt1jmatch_run_15_375_329,375.0883,328.5088,3.0562914,1.2873988892188517,1.3151050976356506,0.9111586676584569,Included,Excluded
EM8,3.0005785,3.452379,0.0002687,9.6e-06,2.374005,pptt1jmatch_run_15_375_329,375.0883,328.5088,3.0562914,1.2873988892188517,1.1295974591951539,0.9817710771950606,Included,Excluded
EM9,3.622228,3.078468,0.0001349,6.8e-06,2.374005,pptt1jmatch_run_15_375_329,375.0883,328.5088,3.0562914,1.2873988892188517,1.0072560489487357,1.1851710213234248,Included,Included
EM10,2.4478585,5.2226517,0.0001279,6.6e-06,2.374005,pptt1jmatch_run_15_375_329,375.0883,328.5088,3.0562914,1.2873988892188517,1.708819944328607,0.8009244471911284,Included,Excluded
EM11,-1.0,-1.0,0.0,0.0,2.374005,pptt1jmatch_run_15_375_329,375.0883,328.5088,3.0562914,1.2873988892188517,-0.32719393183516465,-0.32719393183516465,Excluded,Excluded
EM12,1.8743544,1.5120211,0.0001355,6.8e-06,2.374005,pptt1jmatch_run_15_375_329,375.0883,328.5088,3.0562914,1.2873988892188517,0.49472412872673066,0.613277385788541,Excluded,Excluded
IM0,8.3945597,10.6896904,0.066983,0.0001521,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,3.7713428909715163,2.9616164606068462,Included,Included
IM1,4.8142835,6.0802924,0.0467771,0.0001285,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,2.1451386017473566,1.698488279215876,Included,Included
IM2,4.1943156,5.755078,0.0270117,9.86e-05,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,2.0304023493782917,1.4797624373247453,Included,Included
IM3,3.3605987,4.9538577,0.0169541,7.85e-05,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,1.7477303196526166,1.185625545960912,Included,Included
IM4,3.1036248,4.9302588,0.0106173,6.23e-05,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,1.7394045833198086,1.0949646704195375,Included,Included
IM5,2.5850952,3.9178579,0.0055833,4.53e-05,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,1.3822276404751248,0.9120264516739035,Included,Excluded
IM6,2.5439273,3.714618,0.0028705,3.25e-05,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,1.3105242212604054,0.8975023390764773,Included,Excluded
IM7,3.1090404,3.6782268,0.0011536,2.07e-05,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,1.2976853374126633,1.0968753042916228,Included,Included
IM8,3.8868746,4.1566429,0.0005148,1.38e-05,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,1.4664714378652375,1.3712966739249768,Included,Included
IM9,4.9181893,4.6221817,0.0002572,9.8e-06,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,1.6307144026429088,1.7351464410051742,Included,Included
IM10,-1.0,-1.0,0.0,0.0,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,-0.35280188198635914,-0.35280188198635914,Excluded,Excluded
IM11,-1.0,-1.0,0.0,0.0,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,-0.35280188198635914,-0.35280188198635914,Excluded,Excluded
IM12,-1.0,-1.0,0.0,0.0,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,-0.35280188198635914,-0.35280188198635914,Excluded,Excluded
EM0,18.2291002,20.3656029,0.0202059,8.56e-05,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,7.185023030906853,6.431260857477916,Included,Included
EM1,6.4535391,6.28163,0.0197654,8.47e-05,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,2.216170885941973,2.2768207399525546,Included,Included
EM2,4.9404989,4.9207158,0.0100576,6.07e-05,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,1.7360377949600128,1.743017309871537,Included,Included
EM3,3.6555935,4.4235622,0.0063368,4.83e-05,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,1.5606410692437191,1.2897002665771016,Included,Included
EM4,3.46959,4.9052407,0.005034,4.31e-05,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,1.7305781505560858,1.2240778817210518,Included,Included
EM5,2.258522,2.7537047,0.0027128,3.16e-05,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,0.9715122005946826,0.7968108121075959,Excluded,Excluded
EM6,1.6792202,2.3442375,0.0017169,2.52e-05,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,0.8270514018229976,0.5924320468295105,Excluded,Excluded
EM7,2.244847,3.2827572,0.0006388,1.54e-05,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,1.1581629182642708,0.7919862463714323,Included,Excluded
EM8,3.1647582,3.6217173,0.0002576,9.8e-06,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,1.2777486794625552,1.1165326489917624,Included,Included
EM9,1.9007592,1.6226797,0.0002572,9.8e-06,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,0.5724844520210606,0.6705914229628864,Excluded,Excluded
EM10,-1.0,-1.0,0.0,0.0,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,-0.35280188198635914,-0.35280188198635914,Excluded,Excluded
EM11,-1.0,-1.0,0.0,0.0,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,-0.35280188198635914,-0.35280188198635914,Excluded,Excluded
EM12,-1.0,-1.0,0.0,0.0,2.187793,pptt1jmatch_run_16_380_330,380.3887,329.6053,2.834452000000001,1.2955759525695534,-0.35280188198635914,-0.35280188198635914,Excluded,Excluded
IM0,8.0619904,10.244654,0.0698124,0.0001594,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,3.8546022758912355,3.033364186243214,Included,Included
IM1,4.5513432,5.7673891,0.0496596,0.0001359,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,2.1700089774442652,1.7124656291058826,Included,Included
IM2,3.561852,4.8727612,0.0319502,0.00011,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,1.8334007582290732,1.3401646190869645,Included,Included
IM3,2.7611151,4.087463,0.0205605,8.88e-05,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,1.5379283851285963,1.0388833579404102,Included,Included
IM4,2.4690833,3.9271971,0.0133051,7.17e-05,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,1.4776275391568576,0.9290049334555409,Included,Excluded
IM5,2.9238693,4.4248167,0.0049396,4.39e-05,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,1.6648594010321427,1.100120439225035,Included,Included
IM6,2.7998275,4.0970162,0.0026004,3.19e-05,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,1.5415228243807217,1.0534490919461865,Included,Included
IM7,3.4738654,4.0797633,0.0010336,2.01e-05,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,1.535031334516279,1.3070592210317515,Included,Included
IM8,7.6646513,8.2056418,0.0002608,1.01e-05,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,3.087413743541583,2.8838633637497875,Included,Included
IM9,9.4812892,8.8709839,0.0001341,7.2e-06,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,3.3377520344107774,3.567382454175904,Included,Included
IM10,6.9797241,10.7624186,0.0001341,7.2e-06,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,4.049413794712263,2.6261560811085376,Included,Included
IM11,-1.0,-1.0,0.0,0.0,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,-0.3762549985476557,-0.3762549985476557,Excluded,Excluded
IM12,-1.0,-1.0,0.0,0.0,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,-0.3762549985476557,-0.3762549985476557,Excluded,Excluded
EM0,18.2561378,20.4291562,0.0201528,8.79e-05,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,7.686572136360832,6.868963101424803,Included,Included
EM1,7.2086555,7.0435378,0.0177094,8.25e-05,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,2.650166304709358,2.71229266468305,Included,Included
EM2,4.4002302,4.3390941,0.0113896,6.64e-05,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,1.6326058442936413,1.6556086075103509,Included,Included
EM3,3.1893064,3.865235,0.0072555,5.31e-05,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,1.4543139893113481,1.199992474900029,Included,Included
EM4,2.0811884,2.9494531,0.0083655,5.7e-05,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,1.1097464718568786,0.7830575384193978,Included,Excluded
EM5,2.6080531,3.2052685,0.0023392,3.02e-05,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,1.2059982948123464,0.9812930153527089,Included,Excluded
EM6,1.8502404,2.5735091,0.0015667,2.47e-05,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,0.9682956626828787,0.6961621990148139,Excluded,Excluded
EM7,1.8533574,2.7080661,0.0007728,1.74e-05,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,1.0189234065224557,0.697334985845287,Included,Excluded
EM8,6.4185449,7.3263062,0.0001267,7e-06,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,2.756559328640681,2.415009602027563,Included,Included
EM9,-1.0,-1.0,0.0,0.0,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,-0.3762549985476557,-0.3762549985476557,Excluded,Excluded
EM10,2.3277037,4.9793672,0.0001341,7.2e-06,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,1.8735117986042447,0.8758101522628727,Included,Excluded
EM11,-1.0,-1.0,0.0,0.0,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,-0.3762549985476557,-0.3762549985476557,Excluded,Excluded
EM12,-1.0,-1.0,0.0,0.0,2.047309,pptt1jmatch_run_17_385_329,384.8057,328.5088,2.657772,1.2981782427567115,-0.3762549985476557,-0.3762549985476557,Excluded,Excluded
IM0,8.6410795,11.0427576,0.0650977,0.0001595,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,4.476900099245603,3.5032236577518594,Included,Included
IM1,5.1811112,6.4978958,0.0436837,0.0001322,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,2.634344735766688,2.1005004443348922,Included,Included
IM2,4.0677275,5.5672981,0.0279216,0.0001065,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,2.2570664248230767,1.6491179384806989,Included,Included
IM3,3.285835,4.8530606,0.0173018,8.43e-05,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,1.9675037946848464,1.3321269532896998,Included,Included
IM4,2.6374173,4.1674063,0.0125319,7.19e-05,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,1.6895292239382986,1.0692486605086822,Included,Included
IM5,2.4593301,3.73464,0.0058546,4.93e-05,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,1.5140792537768464,0.9970494298242767,Included,Excluded
IM6,3.1457671,4.6068881,0.0023181,3.11e-05,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,1.8677017588526428,1.2753413189286662,Included,Included
IM7,5.4542738,6.4259366,0.0006589,1.66e-05,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,2.6051713932655693,2.2112446728462727,Included,Included
IM8,14.970318,16.0209113,0.0001337,7.5e-06,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,6.495118519035047,6.069192186192536,Included,Included
IM9,9.5057052,8.9659704,0.0001337,7.5e-06,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,3.6349393174756583,3.8537559271679966,Included,Included
IM10,6.965882,10.7832824,0.0001337,7.5e-06,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,4.3717049486582376,2.8240733833669553,Included,Included
IM11,-1.0,-1.0,0.0,0.0,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,-0.40541504770924275,-0.40541504770924275,Excluded,Excluded
IM12,-1.0,-1.0,0.0,0.0,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,-0.40541504770924275,-0.40541504770924275,Excluded,Excluded
EM0,17.1782575,19.187475,0.0214139,9.36e-05,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,7.778891092544902,6.964324083924158,Included,Included
EM1,8.0878492,7.8653451,0.0157621,8.05e-05,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,3.1887292589661587,3.2789357692831613,Included,Included
EM2,4.727418,4.692821,0.0106198,6.63e-05,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,1.9025402496059365,1.916566394011533,Included,Included
EM3,4.8496267,5.8794617,0.0047699,4.45e-05,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,2.3836222456101654,1.9661116399525176,Included,Included
EM4,2.6352723,3.6916285,0.0066773,5.27e-05,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,1.4966417444523004,1.068379045231346,Included,Included
EM5,1.7377066,2.1216647,0.0035366,3.84e-05,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,0.8601547955735163,0.7044924041436661,Excluded,Excluded
EM6,1.7492634,2.436271,0.0016591,2.63e-05,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,0.9877009236976446,0.7091777047670322,Excluded,Excluded
EM7,2.7317128,3.9906718,0.0005253,1.48e-05,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,1.6178783981889295,1.107477475139949,Included,Included
EM8,-1.0,-1.0,0.0,0.0,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,-0.40541504770924275,-0.40541504770924275,Excluded,Excluded
EM9,-1.0,-1.0,0.0,0.0,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,-0.40541504770924275,-0.40541504770924275,Excluded,Excluded
EM10,2.3507685,4.9994809,0.0001337,7.5e-06,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,2.0268647875949477,0.9530369235808851,Included,Excluded
EM11,-1.0,-1.0,0.0,0.0,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,-0.40541504770924275,-0.40541504770924275,Excluded,Excluded
EM12,-1.0,-1.0,0.0,0.0,1.906668,pptt1jmatch_run_18_390_330,390.106,329.6053,2.4666080000000004,1.2936746198079583,-0.40541504770924275,-0.40541504770924275,Excluded,Excluded
IM0,10.1816781,12.8745768,0.0556471,0.0001591,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,5.972467942913299,4.723242324929266,Included,Included
IM1,6.1425761,7.7281771,0.0368196,0.0001307,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,3.585072403071662,2.84951803962639,Included,Included
IM2,4.9582225,6.8211476,0.0227649,0.0001035,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,3.1643048162080163,2.3001008417675863,Included,Included
IM3,3.9049412,5.7711839,0.0145611,8.31e-05,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,2.677230589467403,1.811487592816363,Included,Included
IM4,3.0201865,4.8019041,0.0108908,7.2e-05,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,2.227585321654529,1.4010532022201707,Included,Included
IM5,4.1438237,6.2961888,0.0034791,4.09e-05,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,2.920778395646353,1.9223042895929892,Included,Included
IM6,4.3477249,6.3833521,0.001671,2.84e-05,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,2.961213123959017,2.0168932923570684,Included,Included
IM7,3.5159477,4.1173727,0.0010286,2.23e-05,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,1.91003376979167,1.631034965530653,Included,Included
IM8,5.1879141,5.5590317,0.0003852,1.36e-05,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,2.5788139787156985,2.4066539144679227,Included,Included
IM9,9.9749572,9.3818118,0.0001269,7.8e-06,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,4.352187345058652,4.627345273899194,Included,Included
IM10,-1.0,-1.0,0.0,0.0,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,-0.4638962534996334,-0.4638962534996334,Excluded,Excluded
IM11,-1.0,-1.0,0.0,0.0,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,-0.4638962534996334,-0.4638962534996334,Excluded,Excluded
IM12,-1.0,-1.0,0.0,0.0,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,-0.4638962534996334,-0.4638962534996334,Excluded,Excluded
EM0,19.4998935,21.7755632,0.0188275,9.43e-05,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,10.10160218632449,9.045927538291854,Included,Included
EM1,9.0951012,8.8627192,0.0140547,8.17e-05,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,4.111382232699269,4.21918337188002,Included,Included
EM2,6.0915303,6.0565732,0.0082038,6.26e-05,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,2.809621616526286,2.825838084249498,Included,Included
EM3,6.3106954,7.6646045,0.0036703,4.2e-05,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,3.5555813121064315,2.9275079530373707,Included,Included
EM4,2.3511224,3.3356139,0.0074117,5.95e-05,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,1.5473787913313009,1.0906768728790666,Included,Included
EM5,3.4091853,4.1333211,0.0018082,2.95e-05,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,1.9174321728009838,1.5815082881560238,Included,Included
EM6,4.5425744,6.284385,0.0006424,1.76e-05,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,2.915302657049294,2.1072832454033454,Included,Included
EM7,2.2411501,3.2519239,0.0006433,1.76e-05,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,1.5085553138759167,1.0396611349203289,Included,Included
EM8,3.1503994,3.600337,0.0002583,1.12e-05,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,1.6701828456361099,1.4614584786874931,Included,Included
EM9,3.8327085,3.2811545,0.0001269,7.8e-06,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,1.522115279703463,1.7779791139061998,Included,Included
EM10,-1.0,-1.0,0.0,0.0,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,-0.4638962534996334,-0.4638962534996334,Excluded,Excluded
EM11,-1.0,-1.0,0.0,0.0,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,-0.4638962534996334,-0.4638962534996334,Excluded,Excluded
EM12,-1.0,-1.0,0.0,0.0,1.650844,pptt1jmatch_run_19_400_330,399.8233,329.6053,2.1556543999999995,1.3057892811192333,-0.4638962534996334,-0.4638962534996334,Excluded,Excluded
IM0,5.5531048,7.0298898,0.1021819,0.0001762,2.371536,pptt1jmatch_run_20_375_349,375.0883,349.3421,3.0562914,1.2887391968749369,2.3001372840299195,1.8169421934047256,Included,Included
IM1,2.9614309,3.7280193,0.076431,0.0001546,2.371536,pptt1jmatch_run_20_375_349,375.0883,349.3421,3.0562914,1.2887391968749369,1.2197852927243784,0.9689622200291503,Included,Excluded
IM2,2.1165576,2.8996739,0.0536118,0.0001311,2.371536,pptt1jmatch_run_20_375_349,375.0883,349.3421,3.0562914,1.2887391968749369,0.948755704380806,0.6925248030995997,Excluded,Excluded
IM3,1.5320049,2.2474894,0.0372618,0.0001102,2.371536,pptt1jmatch_run_20_375_349,375.0883,349.3421,3.0562914,1.2887391968749369,0.7353648935438551,0.5012627068217382,Excluded,Excluded
IM4,1.2259098,1.9477431,0.0268604,9.41e-05,2.371536,pptt1jmatch_run_20_375_349,375.0883,349.3421,3.0562914,1.2887391968749369,0.6372897230938124,0.4011102475372603,Excluded,Excluded
IM5,1.088088,1.643712,0.0133214,6.67e-05,2.371536,pptt1jmatch_run_20_375_349,375.0883,349.3421,3.0562914,1.2887391968749369,0.5378125920846422,0.3560157909026606,Excluded,Excluded
IM6,0.9600621,1.4008682,0.0076019,5.05e-05,2.371536,pptt1jmatch_run_20_375_349,375.0883,349.3421,3.0562914,1.2887391968749369,0.4583555743408498,0.31412649330492504,Excluded,Excluded
IM7,1.1312553,1.3317561,0.0031843,3.28e-05,2.371536,pptt1jmatch_run_20_375_349,375.0883,349.3421,3.0562914,1.2887391968749369,0.4357425146044647,0.3701398695163688,Excluded,Excluded
IM8,1.9027376,2.0388286,0.0010519,1.89e-05,2.371536,pptt1jmatch_run_20_375_349,375.0883,349.3421,3.0562914,1.2887391968749369,0.6670923459719842,0.6225641965946048,Excluded,Excluded
IM9,1.9463588,1.8320006,0.0006493,1.48e-05,2.371536,pptt1jmatch_run_20_375_349,375.0883,349.3421,3.0562914,1.2887391968749369,0.5994194794383807,0.6368367885339729,Excluded,Excluded
IM10,2.4482687,3.7733377,0.0003822,1.14e-05,2.371536,pptt1jmatch_run_20_375_349,375.0883,349.3421,3.0562914,1.2887391968749369,1.234613198204857,0.8010586621419672,Included,Excluded
IM11,5.0334483,4.5187264,0.0001116,6.1e-06,2.371536,pptt1jmatch_run_20_375_349,375.0883,349.3421,3.0562914,1.2887391968749369,1.478499857703359,1.6469137399660254,Included,Included
IM12,-1.0,-1.0,0.0,0.0,2.371536,pptt1jmatch_run_20_375_349,375.0883,349.3421,3.0562914,1.2887391968749369,-0.32719393183516465,-0.32719393183516465,Excluded,Excluded
EM0,14.1711257,15.9264712,0.0257508,9.22e-05,2.371536,pptt1jmatch_run_20_375_349,375.0883,349.3421,3.0562914,1.2887391968749369,5.2110447321875135,4.63670633631335,Included,Included
EM1,5.6104932,5.4448604,0.0228192,8.69e-05,2.371536,pptt1jmatch_run_20_375_349,375.0883,349.3421,3.0562914,1.2887391968749369,1.7815252825695873,1.8357193296424548,Included,Included
EM2,3.0686014,3.0301393,0.01635,7.38e-05,2.371536,pptt1jmatch_run_20_375_349,375.0883,349.3421,3.0562914,1.2887391968749369,0.9914431915752536,1.0040277573008909,Excluded,Included
EM3,2.2277195,2.7069776,0.0104013,5.9e-05,2.371536,pptt1jmatch_run_20_375_349,375.0883,349.3421,3.0562914,1.2887391968749369,0.8857066443337177,0.7288963022308671,Excluded,Excluded
EM4,1.287094,1.8236104,0.0135391,6.72e-05,2.371536,pptt1jmatch_run_20_375_349,375.0883,349.3421,3.0562914,1.2887391968749369,0.5966742569114973,0.4211293465014494,Excluded,Excluded
EM5,1.0709582,1.3090312,0.0057194,4.39e-05,2.371536,pptt1jmatch_run_20_375_349,375.0883,349.3421,3.0562914,1.2887391968749369,0.4283070652229038,0.35041102428911064,Excluded,Excluded
EM6,0.6629479,0.9161934,0.0044176,3.86e-05,2.371536,pptt1jmatch_run_20_375_349,375.0883,349.3421,3.0562914,1.2887391968749369,0.29977292086742774,0.21691253000286556,Excluded,Excluded
